time,temperature,humidity,vibration,spoilage,remaining_hours
4530,7.52,65.41,0.97,0,7.2
4531,7.47,64.32,0.9,0,7.2
4532,7.48,63.95,1.01,1,7.2
4533,7.17,64.56,0.89,0,7.2
4534,7.04,64.25,0.84,0,7.2
4535,6.7,64.42,0.99,1,7.2
4536,6.97,65.01,1.05,1,7.2
4537,6.53,64.76,1.05,0,7.2
4538,6.73,63.89,1.02,0,7.2
4539,6.75,62.81,1.14,0,7.2
4540,6.73,63.58,1.05,0,7.2
4541,6.58,64.2,1.17,0,7.2
4542,6.83,64.3,1.05,1,7.2
4543,6.65,64.02,0.98,0,7.2
4544,6.47,63.24,1.24,0,7.2
4545,6.59,62.87,1.42,1,7.2
4546,6.75,63.36,1.58,0,7.2
4547,6.74,63.08,1.65,0,7.2
4548,6.45,63.3,1.74,0,7.2
4549,6.78,62.83,1.75,0,7.2
4550,7.9,66.08,1.61,1,7.2
4551,7.52,65.83,1.61,0,7.2
4552,7.75,65.75,1.8,0,7.2
4553,7.74,66.15,1.89,1,7.2
4554,7.73,65.9,1.83,0,7.2
4555,7.81,65.85,1.89,1,7.2
4556,7.84,65.75,1.9,1,7.2
4557,8.65,65.21,1.98,1,2.4
4558,8.6,65.65,1.94,1,2.4
4559,8.96,65.85,2.04,1,2.4
4560,9.08,65.38,2.0,1,2.4
4561,8.7,65.48,1.86,1,2.4
4562,8.78,63.67,1.94,1,2.4
4563,8.45,63.19,2.07,1,7.2
4564,8.86,63.65,2.1,1,2.4
4565,8.93,63.49,2.0,1,2.4
4566,9.3,64.15,1.92,1,2.4
4567,9.26,64.08,1.91,1,2.4
4568,9.28,64.55,1.84,1,2.4
4569,9.02,65.17,1.79,1,2.4
4570,8.64,64.93,1.76,1,2.4
4571,9.11,65.39,1.87,1,2.4
4572,9.35,65.86,1.8,1,2.4
4573,9.3,65.37,1.78,1,2.4
4574,9.5,65.43,1.91,1,2.4
4575,9.16,65.68,1.79,1,2.4
4576,9.19,66.05,1.77,1,2.4
4577,9.35,65.57,1.6,1,2.4
4578,9.52,66.45,1.5,1,2.4
4579,9.89,66.47,1.37,1,2.4
4580,9.55,66.48,1.33,1,2.4
4581,9.15,65.63,1.24,1,2.4
4582,9.21,65.63,1.19,1,2.4
4583,9.27,66.15,1.23,1,2.4
4584,9.23,66.61,1.14,1,2.4
4585,9.17,66.51,1.01,1,2.4
4586,9.04,65.47,1.2,1,2.4
4587,8.76,66.27,1.21,1,2.4
4588,8.93,66.02,1.23,1,2.4
4589,9.12,66.35,1.31,1,2.4
4590,9.01,66.11,1.15,1,2.4
4591,9.17,66.65,1.31,1,2.4
4592,9.26,66.27,1.14,1,2.4
4593,9.57,65.37,1.11,1,2.4
4594,9.51,65.34,1.11,1,2.4
4595,9.55,64.13,1.11,1,2.4
4596,8.88,64.5,1.05,1,2.4
4597,8.23,64.09,1.0,0,7.2
4598,8.17,64.2,1.07,0,7.2
4599,8.21,64.54,0.94,0,7.2
4600,4.37,73.17,0.96,0,12.0
4601,3.73,73.25,1.01,0,12.0
4602,3.73,73.44,1.02,0,12.0
4603,3.94,74.22,1.1,0,12.0
4604,4.29,73.69,1.3,0,12.0
4605,4.39,73.49,1.34,0,12.0
4606,4.23,73.56,1.37,0,12.0
4607,4.02,73.64,1.3,0,12.0
4608,3.81,73.13,1.26,0,12.0
4609,3.64,73.37,1.37,0,12.0
4610,3.84,73.86,1.46,0,12.0
4611,3.56,73.69,1.64,0,12.0
4612,3.4,74.62,1.6,0,12.0
4613,2.79,74.49,1.68,0,12.0
4614,3.28,73.75,1.76,0,12.0
4615,3.55,74.41,1.5,0,12.0
4616,4.05,74.63,1.54,0,12.0
4617,4.36,73.62,1.64,0,12.0
4618,5.07,72.94,1.64,0,12.0
4619,5.08,73.12,1.68,0,12.0
4620,4.88,73.14,1.86,0,12.0
4621,5.0,73.32,1.78,0,12.0
4622,5.41,73.21,1.58,0,12.0
4623,5.53,73.57,1.55,0,7.2
4624,5.39,73.52,1.65,0,12.0
4625,5.27,73.14,1.72,0,12.0
4626,4.88,72.95,1.73,0,12.0
4627,5.04,73.36,1.83,0,12.0
4628,4.95,73.84,1.88,0,12.0
4629,5.16,73.52,1.95,0,12.0
4630,5.12,73.55,1.96,0,12.0
4631,5.75,73.09,2.08,0,7.2
4632,5.54,73.31,2.12,0,7.2
4633,5.32,73.14,2.19,0,12.0
4634,5.36,72.96,2.25,0,12.0
4635,5.92,73.09,2.45,0,7.2
4636,5.88,72.87,2.43,0,7.2
4637,5.84,72.39,2.35,1,7.2
4638,5.33,71.51,2.14,0,12.0
4639,4.91,70.91,2.04,0,12.0
4640,4.99,70.28,1.95,0,12.0
4641,4.45,69.95,2.03,0,12.0
4642,4.44,69.99,2.03,0,12.0
4643,4.05,69.78,2.05,0,12.0
4644,4.34,69.96,2.14,0,12.0
4645,4.02,69.21,1.96,0,12.0
4646,4.26,68.49,2.07,0,12.0
4647,4.13,69.33,2.02,0,12.0
4648,4.01,69.36,1.98,0,12.0
4649,4.14,68.84,2.0,0,12.0
4650,8.65,79.03,2.54,1,2.4
4651,8.53,79.46,2.56,1,2.4
4652,9.21,79.54,2.5,1,2.4
4653,10.01,79.74,2.6,1,2.4
4654,10.19,80.05,2.66,1,2.4
4655,9.86,80.24,2.52,1,2.4
4656,9.81,79.87,2.56,1,2.4
4657,9.91,80.12,2.59,1,2.4
4658,9.72,79.98,2.68,1,2.4
4659,10.04,79.41,2.53,1,2.4
4660,9.83,79.93,2.65,1,2.4
4661,9.55,80.09,2.83,1,2.4
4662,9.67,80.8,2.93,1,2.4
4663,9.4,80.7,2.94,1,2.4
4664,9.43,81.16,2.98,1,2.4
4665,8.55,80.51,2.76,1,2.4
4666,8.6,80.63,2.79,1,2.4
4667,8.32,80.96,2.86,0,7.2
4668,8.74,80.56,3.14,1,2.4
4669,8.74,81.03,3.21,1,2.4
4670,8.53,80.81,3.22,1,2.4
4671,7.97,81.22,3.03,0,7.2
4672,7.28,81.3,2.79,0,7.2
4673,7.6,81.56,2.81,0,7.2
4674,6.68,81.34,2.81,0,7.2
4675,6.62,81.57,2.82,0,7.2
4676,6.43,80.61,2.97,0,7.2
4677,6.36,80.63,3.08,0,7.2
4678,6.22,80.35,3.04,1,7.2
4679,5.77,79.66,3.05,0,7.2
4680,6.22,78.94,2.84,0,7.2
4681,5.88,78.85,2.83,0,7.2
4682,5.77,78.74,2.94,1,7.2
4683,5.56,79.26,2.98,0,7.2
4684,5.49,79.73,2.82,0,12.0
4685,4.99,79.53,2.73,0,12.0
4686,4.84,79.42,2.8,0,12.0
4687,4.72,79.01,2.77,0,12.0
4688,4.49,78.54,2.61,0,12.0
4689,4.51,78.26,2.7,0,12.0
4690,4.07,77.99,2.88,0,12.0
4691,3.79,77.87,2.76,0,12.0
4692,3.39,78.64,2.78,0,12.0
4693,3.43,77.79,2.82,0,12.0
4694,3.77,78.37,2.88,0,12.0
4695,3.43,78.53,2.95,0,12.0
4696,2.9,77.96,3.04,0,12.0
4697,3.16,77.19,3.12,0,12.0
4698,3.19,77.58,3.05,0,12.0
4699,3.38,78.0,3.02,0,12.0
4700,8.75,67.32,2.38,1,2.4
4701,8.22,67.05,2.36,0,7.2
4702,8.1,66.31,2.29,1,7.2
4703,8.22,66.51,2.39,0,7.2
4704,8.8,66.15,2.55,1,2.4
4705,8.37,65.29,2.53,0,7.2
4706,8.91,65.25,2.6,1,2.4
4707,8.64,65.75,2.48,1,2.4
4708,8.28,66.19,2.45,0,7.2
4709,8.2,66.11,2.42,1,7.2
4710,7.89,65.82,2.32,0,7.2
4711,8.24,65.38,2.41,1,7.2
4712,8.67,66.57,2.48,1,2.4
4713,8.52,65.99,2.5,1,2.4
4714,8.47,65.27,2.51,0,7.2
4715,9.11,64.64,2.5,1,2.4
4716,9.02,64.39,2.57,1,2.4
4717,9.05,63.86,2.46,1,2.4
4718,9.3,63.84,2.31,1,2.4
4719,9.18,63.76,2.19,1,2.4
4720,8.98,64.22,2.44,1,2.4
4721,9.07,63.54,2.42,1,2.4
4722,9.11,63.94,2.5,1,2.4
4723,9.52,63.94,2.5,1,2.4
4724,8.95,63.43,2.37,1,2.4
4725,8.7,62.85,2.26,1,2.4
4726,9.03,61.89,2.24,1,2.4
4727,9.29,61.74,2.37,1,2.4
4728,9.11,62.62,2.21,1,2.4
4729,9.51,62.17,2.36,1,2.4
4730,9.37,62.72,2.48,1,2.4
4731,9.19,63.23,2.48,1,2.4
4732,8.75,63.49,2.38,1,2.4
4733,8.56,63.04,2.42,1,2.4
4734,8.26,62.43,2.31,0,7.2
4735,8.05,62.56,2.29,0,7.2
4736,8.32,62.54,2.28,1,7.2
4737,8.26,62.6,2.28,1,7.2
4738,8.22,62.86,2.16,0,7.2
4739,8.47,62.0,2.23,0,7.2
4740,7.79,62.42,2.27,1,7.2
4741,7.43,63.23,2.41,0,7.2
4742,7.17,62.12,2.27,0,7.2
4743,6.48,61.9,2.48,0,7.2
4744,6.21,61.03,2.44,1,7.2
4745,6.47,60.77,2.37,0,7.2
4746,6.66,61.19,2.32,0,7.2
4747,6.47,60.86,2.15,0,7.2
4748,6.02,61.15,2.12,0,7.2
4749,5.68,61.76,2.13,0,7.2
4750,7.85,79.62,2.09,0,7.2
4751,7.87,79.67,1.94,0,7.2
4752,8.21,79.18,1.84,0,7.2
4753,7.85,78.76,1.82,1,7.2
4754,8.11,78.6,1.58,0,7.2
4755,8.24,79.13,1.43,0,7.2
4756,7.81,79.52,1.43,0,7.2
4757,7.71,79.15,1.42,1,7.2
4758,7.44,79.28,1.33,0,7.2
4759,8.57,79.9,1.37,1,2.4
4760,8.34,80.22,1.33,1,7.2
4761,8.6,80.21,1.25,1,2.4
4762,8.17,80.49,1.31,0,7.2
4763,8.55,80.4,1.56,1,2.4
4764,8.46,80.69,1.37,1,7.2
4765,8.59,80.59,1.43,1,2.4
4766,8.59,81.29,1.49,1,2.4
4767,8.55,79.73,1.59,1,2.4
4768,8.19,80.16,1.64,0,7.2
4769,8.13,79.89,1.72,0,7.2
4770,8.14,79.26,1.61,1,7.2
4771,8.04,79.28,1.62,1,7.2
4772,8.17,79.66,1.54,0,7.2
4773,7.69,79.69,1.46,0,7.2
4774,7.99,80.14,1.38,0,7.2
4775,8.4,80.74,1.53,1,7.2
4776,8.33,80.41,1.37,0,7.2
4777,8.19,80.23,1.28,0,7.2
4778,8.43,80.68,1.31,0,7.2
4779,8.08,81.24,1.34,0,7.2
4780,7.82,81.7,1.41,0,7.2
4781,7.88,81.56,1.39,0,7.2
4782,7.33,81.21,1.46,1,7.2
4783,7.45,80.74,1.47,1,7.2
4784,7.24,80.62,1.42,0,7.2
4785,7.53,80.01,1.28,0,7.2
4786,7.48,80.05,1.34,0,7.2
4787,7.51,80.51,1.26,0,7.2
4788,7.75,80.83,1.34,1,7.2
4789,7.46,80.31,1.3,0,7.2
4790,7.57,80.34,1.27,0,7.2
4791,7.95,79.95,1.22,0,7.2
4792,8.43,78.6,1.23,0,7.2
4793,8.59,78.82,1.26,1,2.4
4794,8.61,77.49,1.12,1,2.4
4795,8.64,77.8,1.15,1,2.4
4796,8.38,78.27,1.3,0,7.2
4797,8.66,78.37,1.43,1,2.4
4798,8.77,78.63,1.4,1,2.4
4799,8.71,79.11,1.39,1,2.4
4800,7.57,70.55,1.42,1,7.2
4801,7.79,71.31,1.47,0,7.2
4802,8.07,71.3,1.42,0,7.2
4803,7.53,70.9,1.47,0,7.2
4804,7.46,71.94,1.51,0,7.2
4805,7.27,71.72,1.5,0,7.2
4806,6.93,71.08,1.53,1,7.2
4807,7.06,70.36,1.58,0,7.2
4808,6.71,69.76,1.62,0,7.2
4809,7.32,69.61,1.6,1,7.2
4810,7.42,69.32,1.53,1,7.2
4811,7.36,68.58,1.57,1,7.2
4812,7.61,69.08,1.54,1,7.2
4813,7.57,68.59,1.48,0,7.2
4814,7.69,69.33,1.64,1,7.2
4815,7.55,69.07,1.6,1,7.2
4816,7.34,70.01,1.76,1,7.2
4817,7.48,69.95,1.83,0,7.2
4818,7.15,70.85,1.68,0,7.2
4819,7.69,71.81,1.65,1,7.2
4820,7.31,71.8,1.79,0,7.2
4821,7.19,71.84,1.98,0,7.2
4822,6.75,71.9,1.98,0,7.2
4823,6.52,72.41,2.07,1,7.2
4824,7.05,71.8,1.89,0,7.2
4825,7.57,71.25,1.79,0,7.2
4826,7.71,71.76,1.87,1,7.2
4827,7.69,72.72,1.87,0,7.2
4828,7.17,73.17,1.78,0,7.2
4829,7.15,73.27,1.79,1,7.2
4830,7.78,73.83,1.85,0,7.2
4831,7.5,74.31,1.73,0,7.2
4832,7.38,74.22,1.72,0,7.2
4833,7.32,73.86,1.83,1,7.2
4834,7.31,73.21,1.93,0,7.2
4835,7.7,73.72,1.93,0,7.2
4836,7.3,74.1,1.91,0,7.2
4837,6.89,73.68,1.81,0,7.2
4838,6.94,73.88,1.75,0,7.2
4839,7.31,74.56,1.73,0,7.2
4840,7.2,74.04,1.79,1,7.2
4841,7.28,73.24,1.79,0,7.2
4842,7.5,72.76,1.95,0,7.2
4843,7.87,73.35,1.9,0,7.2
4844,7.91,73.26,1.88,0,7.2
4845,7.17,73.06,1.94,1,7.2
4846,7.46,73.9,1.89,0,7.2
4847,7.27,73.53,1.76,1,7.2
4848,7.67,73.19,1.91,1,7.2
4849,7.57,73.46,1.87,0,7.2
4850,7.88,74.57,1.56,0,7.2
4851,7.53,74.66,1.57,0,7.2
4852,7.84,74.3,1.6,1,7.2
4853,8.11,73.77,1.57,0,7.2
4854,7.83,74.63,1.52,0,7.2
4855,7.59,74.51,1.57,0,7.2
4856,7.83,74.73,1.44,1,7.2
4857,8.05,73.54,1.46,0,7.2
4858,8.28,74.36,1.48,1,7.2
4859,8.49,73.48,1.57,0,7.2
4860,8.45,73.39,1.64,0,7.2
4861,8.8,72.83,1.62,1,2.4
4862,9.14,73.65,1.44,1,2.4
4863,9.08,74.28,1.4,1,2.4
4864,9.31,74.72,1.34,1,2.4
4865,9.44,74.96,1.43,1,2.4
4866,8.95,75.61,1.5,1,2.4
4867,8.62,75.54,1.59,1,2.4
4868,8.29,75.08,1.59,1,7.2
4869,8.16,74.9,1.82,1,7.2
4870,8.41,74.85,1.75,0,7.2
4871,8.76,74.35,1.72,1,2.4
4872,9.0,74.2,1.63,1,2.4
4873,9.28,74.88,1.48,1,2.4
4874,9.31,73.54,1.45,1,2.4
4875,9.88,73.59,1.31,1,2.4
4876,9.47,73.12,1.24,1,2.4
4877,8.9,73.29,1.3,1,2.4
4878,8.8,74.31,1.25,1,2.4
4879,9.16,73.62,1.28,1,2.4
4880,9.29,73.26,1.3,1,2.4
4881,9.08,73.11,1.27,1,2.4
4882,8.66,73.37,1.33,1,2.4
4883,8.54,73.49,1.24,1,2.4
4884,8.17,73.29,1.31,1,7.2
4885,8.15,73.23,1.33,0,7.2
4886,8.04,72.8,1.21,0,7.2
4887,8.31,72.51,1.01,0,7.2
4888,8.19,72.6,0.84,1,7.2
4889,8.12,72.22,0.81,0,7.2
4890,7.89,71.93,0.91,0,7.2
4891,8.01,72.74,0.97,0,7.2
4892,7.99,72.67,0.96,1,7.2
4893,8.46,72.36,1.02,0,7.2
4894,8.37,71.94,0.89,0,7.2
4895,8.73,72.35,0.79,1,2.4
4896,9.09,72.06,0.76,1,2.4
4897,8.8,70.86,0.64,1,2.4
4898,8.3,69.84,0.67,0,7.2
4899,8.76,70.33,0.71,1,2.4
4900,5.88,71.07,2.52,0,7.2
4901,6.34,70.9,2.56,0,7.2
4902,6.16,70.5,2.65,0,7.2
4903,5.79,70.18,2.68,0,7.2
4904,6.04,70.19,2.81,0,7.2
4905,6.38,69.68,2.85,0,7.2
4906,6.07,68.64,2.74,0,7.2
4907,6.09,68.47,2.69,1,7.2
4908,5.75,68.44,2.6,0,7.2
4909,5.67,68.4,2.53,1,7.2
4910,6.2,69.11,2.47,1,7.2
4911,5.87,69.74,2.47,0,7.2
4912,6.23,69.35,2.4,1,7.2
4913,6.44,70.14,2.47,1,7.2
4914,6.34,70.1,2.31,0,7.2
4915,6.57,69.73,2.31,0,7.2
4916,7.07,69.44,2.2,0,7.2
4917,7.23,69.08,2.14,0,7.2
4918,6.79,69.94,2.2,1,7.2
4919,6.71,69.01,2.2,1,7.2
4920,6.82,68.75,2.18,1,7.2
4921,6.87,67.93,2.18,0,7.2
4922,6.46,67.75,2.36,0,7.2
4923,6.2,68.11,2.49,0,7.2
4924,6.62,68.34,2.41,0,7.2
4925,7.45,67.32,2.55,1,7.2
4926,7.95,66.89,2.69,0,7.2
4927,8.01,67.78,2.77,0,7.2
4928,7.59,67.26,2.69,0,7.2
4929,7.74,67.57,2.7,0,7.2
4930,7.94,68.12,2.88,1,7.2
4931,7.93,67.77,2.77,0,7.2
4932,8.23,67.71,2.65,1,7.2
4933,7.79,69.18,2.77,1,7.2
4934,8.39,69.13,2.76,1,7.2
4935,7.62,69.16,2.76,0,7.2
4936,8.09,68.75,2.8,0,7.2
4937,8.4,69.21,2.8,0,7.2
4938,8.12,69.08,2.69,0,7.2
4939,7.35,69.2,2.78,0,7.2
4940,7.24,69.16,2.84,1,7.2
4941,7.53,68.65,2.86,0,7.2
4942,7.51,68.76,2.74,0,7.2
4943,7.11,68.66,2.72,1,7.2
4944,7.06,68.48,2.87,0,7.2
4945,7.44,68.82,2.78,1,7.2
4946,7.43,68.25,2.72,1,7.2
4947,7.27,67.51,2.74,0,7.2
4948,7.24,68.03,2.59,0,7.2
4949,7.67,68.81,2.43,0,7.2
4950,11.36,68.7,2.21,1,2.4
4951,10.9,69.73,2.17,1,2.4
4952,10.93,69.9,2.28,1,2.4
4953,11.01,69.36,2.32,1,2.4
4954,11.35,68.92,2.4,1,2.4
4955,11.43,68.96,2.34,1,2.4
4956,11.36,69.18,2.3,1,2.4
4957,11.07,68.67,2.33,1,2.4
4958,11.22,68.64,2.51,1,2.4
4959,10.71,68.83,2.32,1,2.4
4960,10.67,68.95,2.31,1,2.4
4961,10.09,68.91,2.31,1,2.4
4962,10.36,68.19,2.45,1,2.4
4963,9.6,67.54,2.47,1,2.4
4964,9.7,68.3,2.49,1,2.4
4965,9.67,68.52,2.25,1,2.4
4966,9.36,67.94,2.35,1,2.4
4967,9.75,68.87,2.41,1,2.4
4968,10.02,68.91,2.36,1,2.4
4969,9.7,68.33,2.22,1,2.4
4970,9.92,68.12,2.15,1,2.4
4971,9.31,67.67,2.12,1,2.4
4972,8.85,69.0,1.98,1,2.4
4973,9.19,68.94,1.93,1,2.4
4974,9.12,68.95,1.95,1,2.4
4975,8.82,69.22,1.92,1,2.4
4976,8.42,69.01,2.06,0,7.2
4977,8.49,69.79,2.07,0,7.2
4978,8.41,70.01,2.1,0,7.2
4979,8.05,69.96,2.3,0,7.2
4980,8.13,70.27,2.09,0,7.2
4981,8.37,70.71,2.14,0,7.2
4982,7.32,70.09,2.26,0,7.2
4983,7.14,69.36,2.17,1,7.2
4984,7.04,69.46,2.26,0,7.2
4985,7.39,69.82,2.2,0,7.2
4986,7.62,69.58,2.04,0,7.2
4987,7.96,70.01,2.08,0,7.2
4988,8.07,69.01,1.97,1,7.2
4989,8.25,69.61,2.12,1,7.2
4990,8.37,69.33,2.13,0,7.2
4991,8.47,68.79,2.2,1,7.2
4992,8.68,68.73,2.28,1,2.4
4993,8.65,69.32,2.2,1,2.4
4994,8.69,69.54,2.14,1,2.4
4995,8.78,70.04,2.13,1,2.4
4996,9.01,69.71,2.02,1,2.4
4997,9.22,69.43,1.85,1,2.4
4998,8.99,70.1,1.96,1,2.4
4999,8.65,69.37,1.92,1,2.4
5000,7.47,78.14,1.87,0,7.2
5001,7.37,77.74,1.79,1,7.2
5002,7.3,77.58,1.92,0,7.2
5003,7.31,78.47,1.96,1,7.2
5004,7.06,79.44,1.99,1,7.2
5005,6.87,80.65,1.98,0,7.2
5006,7.01,81.51,1.88,0,7.2
5007,7.24,81.27,1.87,0,7.2
5008,7.49,80.56,2.05,1,7.2
5009,7.84,80.06,2.01,0,7.2
5010,8.17,80.3,2.08,0,7.2
5011,8.34,79.85,2.17,1,7.2
5012,8.18,79.56,2.21,1,7.2
5013,8.87,79.71,2.22,1,2.4
5014,8.53,79.09,2.22,1,2.4
5015,8.55,79.1,2.28,1,2.4
5016,8.49,79.38,2.27,0,7.2
5017,9.04,79.64,2.27,1,2.4
5018,8.71,80.05,2.24,1,2.4
5019,8.87,79.65,2.22,1,2.4
5020,8.78,79.93,2.25,1,2.4
5021,8.73,79.74,2.28,1,2.4
5022,8.79,79.81,2.48,1,2.4
5023,8.95,80.77,2.47,1,2.4
5024,8.94,80.52,2.5,1,2.4
5025,8.84,80.28,2.31,1,2.4
5026,9.28,80.09,2.46,1,2.4
5027,9.25,80.41,2.46,1,2.4
5028,9.38,79.91,2.58,1,2.4
5029,9.27,80.37,2.44,1,2.4
5030,9.04,80.56,2.42,1,2.4
5031,9.18,80.66,2.6,1,2.4
5032,9.34,80.44,2.56,1,2.4
5033,9.7,79.68,2.62,1,2.4
5034,9.37,80.23,2.58,1,2.4
5035,9.52,80.25,2.44,1,2.4
5036,9.72,79.89,2.52,1,2.4
5037,9.42,80.01,2.52,1,2.4
5038,9.23,80.7,2.52,1,2.4
5039,9.11,80.85,2.38,1,2.4
5040,9.84,80.31,2.43,1,2.4
5041,9.86,80.9,2.45,1,2.4
5042,9.67,79.97,2.27,1,2.4
5043,9.6,80.66,2.11,1,2.4
5044,10.15,81.2,1.97,1,2.4
5045,9.83,80.71,2.0,1,2.4
5046,9.81,80.66,1.95,1,2.4
5047,9.86,81.08,1.94,1,2.4
5048,9.67,81.58,1.92,1,2.4
5049,9.83,81.53,2.03,1,2.4
5050,2.43,67.57,0.78,0,12.0
5051,2.57,67.27,0.93,0,12.0
5052,2.85,67.29,1.15,0,12.0
5053,2.64,67.26,1.2,0,12.0
5054,3.25,67.99,1.28,0,12.0
5055,2.98,67.55,1.35,0,12.0
5056,2.61,67.71,1.43,0,12.0
5057,2.16,68.03,1.52,0,12.0
5058,2.06,67.96,1.34,0,12.0
5059,2.02,67.19,1.27,0,12.0
5060,2.0,66.62,1.15,0,12.0
5061,2.0,67.23,1.14,0,12.0
5062,2.38,67.02,1.1,0,12.0
5063,2.25,65.53,1.15,0,12.0
5064,2.22,65.56,0.94,0,12.0
5065,2.21,65.34,0.96,0,12.0
5066,2.19,65.1,1.01,0,12.0
5067,2.5,64.89,0.87,0,12.0
5068,2.08,65.1,1.0,0,12.0
5069,2.0,64.59,0.96,0,12.0
5070,2.0,64.55,1.0,0,12.0
5071,2.14,64.35,0.96,0,12.0
5072,2.0,63.46,0.95,0,12.0
5073,2.12,63.47,1.06,0,12.0
5074,2.23,63.8,1.07,0,12.0
5075,2.78,63.55,1.14,0,12.0
5076,2.86,63.92,1.17,0,12.0
5077,2.85,64.11,1.23,0,12.0
5078,3.04,64.84,1.24,0,12.0
5079,2.71,64.93,1.2,0,12.0
5080,2.56,64.76,1.11,0,12.0
5081,2.0,65.5,1.06,0,12.0
5082,2.0,65.59,1.12,0,12.0
5083,2.0,64.95,0.98,0,12.0
5084,2.68,64.24,0.82,0,12.0
5085,2.59,64.65,0.98,0,12.0
5086,2.53,64.54,0.86,0,12.0
5087,2.85,64.5,0.85,0,12.0
5088,2.98,64.66,0.84,0,12.0
5089,3.38,63.85,0.86,0,12.0
5090,3.5,63.65,0.92,0,12.0
5091,3.7,64.2,0.91,0,12.0
5092,3.64,64.47,0.89,0,12.0
5093,3.18,64.9,0.71,0,12.0
5094,3.3,66.17,0.76,0,12.0
5095,3.09,65.95,0.8,0,12.0
5096,3.09,66.33,0.94,0,12.0
5097,3.48,65.75,0.94,0,12.0
5098,3.63,66.51,0.98,0,12.0
5099,3.42,66.72,1.16,0,12.0
5100,12.41,65.96,3.57,1,2.4
5101,12.23,66.44,3.47,1,2.4
5102,12.55,66.6,3.52,1,2.4
5103,12.47,66.29,3.66,1,2.4
5104,12.4,66.08,3.66,1,2.4
5105,12.46,65.57,3.6,1,2.4
5106,12.27,65.99,3.51,1,2.4
5107,11.75,65.01,3.36,1,2.4
5108,12.15,65.02,3.41,1,2.4
5109,12.32,65.04,3.41,1,2.4
5110,12.63,65.12,3.55,1,2.4
5111,12.82,64.81,3.5,1,2.4
5112,12.6,65.42,3.46,1,2.4
5113,12.36,65.58,3.45,1,2.4
5114,12.45,66.52,3.54,1,2.4
5115,12.45,65.82,3.49,1,2.4
5116,12.67,65.23,3.7,1,2.4
5117,12.67,65.26,3.64,1,2.4
5118,12.82,64.68,3.85,1,2.4
5119,13.22,65.17,3.71,1,2.4
5120,13.28,65.77,3.77,1,2.4
5121,12.98,65.45,3.73,1,2.4
5122,12.8,66.21,3.54,1,2.4
5123,12.99,65.57,3.44,1,2.4
5124,12.39,65.29,3.59,1,2.4
5125,12.47,64.69,3.69,1,2.4
5126,12.84,64.75,3.9,1,2.4
5127,13.08,65.09,3.82,1,2.4
5128,13.27,65.19,3.87,1,2.4
5129,13.07,65.26,3.79,1,2.4
5130,12.42,65.76,3.64,1,2.4
5131,12.46,65.92,3.67,1,2.4
5132,12.37,66.06,3.72,1,2.4
5133,12.59,66.93,3.74,1,2.4
5134,12.61,66.47,3.78,1,2.4
5135,12.81,66.38,3.84,1,2.4
5136,12.72,66.71,3.93,1,2.4
5137,12.99,66.77,3.82,1,2.4
5138,12.81,67.07,4.07,1,2.4
5139,12.71,67.3,4.01,1,2.4
5140,12.41,66.96,3.81,1,2.4
5141,12.82,65.84,3.78,1,2.4
5142,12.47,65.4,3.92,1,2.4
5143,12.53,64.92,3.86,1,2.4
5144,12.3,64.9,3.87,1,2.4
5145,12.87,63.94,3.87,1,2.4
5146,12.77,64.41,3.91,1,2.4
5147,12.95,64.59,3.81,1,2.4
5148,13.31,64.98,3.91,1,2.4
5149,13.69,65.19,4.05,1,2.4
5150,2.95,77.34,0.75,0,12.0
5151,2.71,76.67,0.6,0,12.0
5152,2.74,76.39,0.62,0,12.0
5153,2.41,76.63,0.64,0,12.0
5154,2.27,76.94,0.7,0,12.0
5155,2.3,77.39,0.81,0,12.0
5156,2.07,77.95,0.72,0,12.0
5157,2.3,78.43,0.7,0,12.0
5158,2.28,78.28,0.62,0,12.0
5159,2.09,78.53,0.71,0,12.0
5160,2.08,78.02,0.59,0,12.0
5161,2.05,77.76,0.71,0,12.0
5162,2.0,78.06,0.65,0,12.0
5163,2.0,78.14,0.7,0,12.0
5164,2.13,77.86,0.71,0,12.0
5165,2.01,77.15,0.73,0,12.0
5166,2.39,77.92,0.76,0,12.0
5167,2.47,76.61,1.04,0,12.0
5168,2.9,76.99,1.04,0,12.0
5169,2.23,77.08,1.05,0,12.0
5170,2.0,77.3,1.17,0,12.0
5171,2.1,77.47,1.21,0,12.0
5172,2.01,77.85,1.36,0,12.0
5173,2.02,77.47,1.22,0,12.0
5174,2.17,77.78,1.26,0,12.0
5175,2.1,77.92,1.21,0,12.0
5176,2.0,77.42,1.11,0,12.0
5177,2.16,77.29,1.04,0,12.0
5178,2.0,77.62,1.15,0,12.0
5179,2.0,77.56,1.05,0,12.0
5180,2.0,77.86,1.22,0,12.0
5181,2.0,78.21,1.29,0,12.0
5182,2.0,78.79,1.26,0,12.0
5183,2.13,78.51,1.31,0,12.0
5184,2.26,79.1,1.49,0,12.0
5185,2.53,79.44,1.45,0,12.0
5186,2.0,80.08,1.64,0,12.0
5187,2.09,79.58,1.78,0,12.0
5188,2.43,78.56,1.79,0,12.0
5189,2.5,77.76,1.68,0,12.0
5190,2.83,77.8,1.59,0,12.0
5191,2.62,77.2,1.6,0,12.0
5192,2.85,77.78,1.53,0,12.0
5193,2.74,78.03,1.62,0,12.0
5194,2.86,78.67,1.81,0,12.0
